Region,Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,79581,175367,Active,Buteo swainsoni,Swainson's Hawk,,Accepted,No,Approved,Present,,Native,,Uncommon,"Exploitation Concern, Management Priority; Migratory",,,2,2,,,"RT,SC",,,G5,CO: S5B
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,80455,175430,Active,Circus cyaneus,Northern Harrier,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,2,2,,,SC,,,,
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Accipitridae,80444,175420,Active,Haliaeetus leucocephalus,Bald Eagle,,Accepted,No,Approved,Present,,Native,,Uncommon,"Exploitation Concern, Management Priority; Breeder",,,2,1,,,DM,CO: SC,,G5,"CO: S3B,S3N"
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Cathartidae,79468,175265,Active,Cathartes aura,Turkey Vulture,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,1,14,,,SC,,,G5,CO: S4B
,ROMO,Rocky Mountain National Park,Bird,2,Accipitriformes,Pandionidae,81838,175590,Active,Pandion haliaetus,Osprey,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,3,9,,,SC,,,G5,CO: S3B
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77836,175122,Active,Aix sponsa,Wood Duck,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1,,,,SU,,,G5,CO: S4B
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77782,175074,Active,Anas acuta,Northern Pintail,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1,,1,,,,,G5,"CO: S5B,S4N"
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77804,175094,Active,Anas americana,American Wigeon,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1,3,,,,,,,
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77806,175096,Active,Anas clypeata,Northern Shoveler,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1,2,,,,,,,
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77790,175081,Active,Anas crecca,Green-winged Teal,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,5,,,SU,,,G5,"CO: S5B,S4N"
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77798,175089,Active,Anas cyanoptera,Cinnamon Teal,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,1,3,,,,,,,
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77795,175086,Active,Anas discors,Blue-winged Teal,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,1,1,,,,,,,
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77770,175063,Active,Anas platyrhynchos,Mallard,,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,,,2,83,,,SU,,,G5,CO: S5
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77781,175073,Active,Anas strepera,Gadwall,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2,2,,,,,,,
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77723,175020,Active,Anser albifrons,Greater White-fronted Goose,,Accepted,No,Approved,Present,,Native,,Occasional,Vagrant,,,1,,,,,,,G5,CO: SNA
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,78519,175134,Active,Aythya affinis,Lesser Scaup,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,1,,2,,SC,,,G5,CO: S4B
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,77839,175125,Active,Aythya americana,Redhead,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,,,1,,,,,,,G5,CO: S4B
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,78512,175128,Active,Aythya collaris,Ring-necked Duck,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,12,1,,,,,G5,CO: S4B
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,78513,175129,Active,Aythya valisineria,Canvasback,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,1,,,,,,,G5,CO: S2B
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,76625,174999,Active,Branta canadensis,Canada Goose,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,10,,,SU,,,G5,CO: S5
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,78531,175145,Active,Bucephala albeola,Bufflehead,,Accepted,No,Approved,Present,,Native,,Uncommon,Exploitation Concern; Migratory,,,1,,,,,,,G5,CO: S1B
,ROMO,Rocky Mountain National Park,Bird,2,Anseriformes,Anatidae,78530,175144,Active,Bucephala islandica,Barrow's Goldeneye,,Accepted,No,Approved,Present,,Native,,Occasional,Vagrant,,,,1,,,,,,G5,CO: S2B
